name,id,name_type,class,mass,fall,year,lat,long,geolocation
Grove Mountains 022211,46887,Valid,L5,11.09,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022212,46888,Valid,L5,12.07,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022213,49958,Valid,L6,8.75,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022215,47921,Valid,L5,9.08,Found,2003,-72.778333,75.320833,"(-72.778333, 75.320833)"
Grove Mountains 022217,47922,Valid,L6,6,Found,2003,-72.778333,75.320833,"(-72.778333, 75.320833)"
Grove Mountains 022218,49959,Valid,L5,3.16,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022219,46598,Valid,L5,100.95,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022222,46601,Valid,L5,125.96,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022223,46602,Valid,L6,71.24,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022224,46889,Valid,L6,15.45,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022228,46891,Valid,L6,46.45,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022229,46892,Valid,L6,18.68,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
Grove Mountains 022231,47923,Valid,L6,9.62,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 022232,47924,Valid,L6,9.42,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 022233,49961,Valid,L6,8.54,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)"
Grove Mountains 022234,47925,Valid,L6,7.84,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 022235,47926,Valid,L6,5.92,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 022237,46894,Valid,L6,14.11,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)"
Grove Mountains 022239,47927,Valid,L6,8.48,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
Grove Mountains 022241,47928,Valid,L6,3.34,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022243,49963,Valid,L5,2.06,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022245,47929,Valid,H6,1.85,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022248,49964,Valid,L6,4.22,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022252,47932,Valid,L6,1.77,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022253,49965,Valid,L5,3.19,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022254,47933,Valid,L6,2.62,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022255,47934,Valid,L5,2.18,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022257,49966,Valid,H5,1.08,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022258,49967,Valid,L5,5.45,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022259,47935,Valid,L6,3.45,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
Grove Mountains 022261,49969,Valid,L6,2.44,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
Grove Mountains 022265,47936,Valid,L6,2.18,Found,2003,-72.778333,75.311944,"(-72.778333, 75.311944)"
Grove Mountains 022268,47937,Valid,L6,8.45,Found,2003,-72.778333,75.311944,"(-72.778333, 75.311944)"
Grove Mountains 022271,47938,Valid,L6,5.94,Found,2003,-72.778333,75.311944,"(-72.778333, 75.311944)"
Grove Mountains 022273,49971,Valid,L6,3.42,Found,2003,-72.7783,75.3139,"(-72.7783, 75.3139)"
Grove Mountains 022274,47939,Valid,L6,3.21,Found,2003,-72.778333,75.313889,"(-72.778333, 75.313889)"
Grove Mountains 022281,47941,Valid,L6,4.09,Found,2003,-72.778333,75.313889,"(-72.778333, 75.313889)"
Grove Mountains 022282,46895,Valid,L6,43.3,Found,2003,-72.77833,75.31389,"(-72.77833, 75.31389)"
Grove Mountains 022283,47942,Valid,L6,8.4,Found,2003,-72.779722,75.292778,"(-72.779722, 75.292778)"
Grove Mountains 022284,46896,Valid,L5,11.92,Found,2003,-72.77972,75.29278,"(-72.77972, 75.29278)"
Grove Mountains 022285,46897,Valid,L5,37.06,Found,2003,-72.77972,75.29278,"(-72.77972, 75.29278)"
Grove Mountains 022287,46898,Valid,L5,11.07,Found,2003,-72.77972,75.29278,"(-72.77972, 75.29278)"
Grove Mountains 022288,46603,Valid,L6,33.02,Found,2003,-72.77972,75.29278,"(-72.77972, 75.29278)"
Grove Mountains 022289,46604,Valid,L6,38.14,Found,2003,-72.77972,75.29278,"(-72.77972, 75.29278)"
Grove Mountains 022291,46605,Valid,L5,12.24,Found,2003,-72.77944,75.29528,"(-72.77944, 75.29528)"
Grove Mountains 022294,49973,Valid,L4,1.19,Found,2003,-72.77944,75.29528,"(-72.77944, 75.29528)"
Grove Mountains 022295,47943,Valid,L5,1.3,Found,2003,-72.779167,75.299167,"(-72.779167, 75.299167)"
Grove Mountains 022296,47944,Valid,L5,1.57,Found,2003,-72.779167,75.299444,"(-72.779167, 75.299444)"
Grove Mountains 022297,49974,Valid,L6,1.52,Found,2003,-72.77917,75.29972,"(-72.77917, 75.29972)"
Grove Mountains 022298,47945,Valid,L6,1.02,Found,2003,-72.779167,75.3,"(-72.779167, 75.3)"
Grove Mountains 022301,47946,Valid,L6,1.02,Found,2003,-72.778889,75.301389,"(-72.778889, 75.301389)"
Grove Mountains 022305,49975,Valid,L6,0.59,Found,2003,-72.7789,75.3014,"(-72.7789, 75.3014)"
Grove Mountains 022306,49976,Valid,L6,0.81,Found,2003,-72.77889,75.30139,"(-72.77889, 75.30139)"
Grove Mountains 022307,49977,Valid,L5,0.44,Found,2003,-72.77889,75.30139,"(-72.77889, 75.30139)"
Grove Mountains 022308,47947,Valid,L6,0.6,Found,2003,-72.778889,75.301389,"(-72.778889, 75.301389)"
Grove Mountains 022311,49979,Valid,L5,0.45,Found,2003,-72.77889,75.30139,"(-72.77889, 75.30139)"
Grove Mountains 022318,49981,Valid,L6,5.79,Found,2003,-72.77333,75.33917,"(-72.77333, 75.33917)"
Grove Mountains 022319,47948,Valid,L6,4.53,Found,2003,-72.773611,75.3325,"(-72.773611, 75.3325)"
Grove Mountains 022321,49982,Valid,L6,2.16,Found,2003,-72.775,75.32917,"(-72.775, 75.32917)"
Grove Mountains 022324,47949,Valid,H5,8.36,Found,2003,-72.774722,75.330556,"(-72.774722, 75.330556)"
Grove Mountains 022326,49983,Valid,L6,1,Found,2003,-72.77528,75.33639,"(-72.77528, 75.33639)"
Grove Mountains 022327,47951,Valid,L6,0.69,Found,2003,-72.772778,75.340278,"(-72.772778, 75.340278)"
Grove Mountains 022329,49984,Valid,H5,0.48,Found,2003,-72.77361,75.32028,"(-72.77361, 75.32028)"
Grove Mountains 022334,47952,Valid,L6,2.2,Found,2003,-72.775556,75.318611,"(-72.775556, 75.318611)"
Grove Mountains 022337,49985,Valid,L6,1.2,Found,2003,-72.77917,75.29667,"(-72.77917, 75.29667)"
Grove Mountains 022339,47953,Valid,H4,1,Found,2003,-72.779444,75.299167,"(-72.779444, 75.299167)"
Grove Mountains 022343,47954,Valid,L6,0.61,Found,2003,-72.772778,75.355278,"(-72.772778, 75.355278)"
Grove Mountains 022344,49986,Valid,L6,0.47,Found,2003,-72.7722,75.3389,"(-72.7722, 75.3389)"
Grove Mountains 022346,49987,Valid,L6,0.44,Found,2003,-72.77278,75.33333,"(-72.77278, 75.33333)"
Grove Mountains 022347,49988,Valid,L5,0.48,Found,2003,-72.77333,75.33083,"(-72.77333, 75.33083)"
Grove Mountains 022348,49989,Valid,L5,0.47,Found,2003,-72.77444,75.32861,"(-72.77444, 75.32861)"
Grove Mountains 022355,47955,Valid,L6,1.6,Found,2003,-72.778333,75.302222,"(-72.778333, 75.302222)"
Grove Mountains 022357,47956,Valid,L6,1.22,Found,2003,-72.778611,75.304167,"(-72.778611, 75.304167)"
Grove Mountains 022359,49991,Valid,L6,1.2,Found,2003,-72.77833,75.31111,"(-72.77833, 75.31111)"
Grove Mountains 022361,47958,Valid,L6,0.66,Found,2003,-72.777778,75.320556,"(-72.777778, 75.320556)"
Grove Mountains 022365,49992,Valid,L5,0.56,Found,2003,-72.78111,75.305,"(-72.78111, 75.305)"
Grove Mountains 022369,47959,Valid,L5,0.65,Found,2003,-72.779167,75.306111,"(-72.779167, 75.306111)"
Grove Mountains 022381,49993,Valid,H5,0.8,Found,2003,-72.78028,75.28167,"(-72.78028, 75.28167)"
Grove Mountains 022383,47961,Valid,H4,0.89,Found,2003,-72.780278,75.282222,"(-72.780278, 75.282222)"
Grove Mountains 022387,47962,Valid,L5,2.26,Found,2003,-72.780278,75.286111,"(-72.780278, 75.286111)"
Grove Mountains 022388,49994,Valid,L5,18.15,Found,2003,-72.77361,75.34028,"(-72.77361, 75.34028)"
Grove Mountains 022389,47963,Valid,L6,4.56,Found,2003,-72.775,75.331389,"(-72.775, 75.331389)"
Grove Mountains 022391,47965,Valid,H5,3.49,Found,2003,-72.774722,75.322222,"(-72.774722, 75.322222)"
Grove Mountains 022392,49995,Valid,L6,2.58,Found,2003,-72.77472,75.32361,"(-72.77472, 75.32361)"
Grove Mountains 022393,47966,Valid,H5,2.48,Found,2003,-72.774722,75.325,"(-72.774722, 75.325)"
Grove Mountains 022395,49996,Valid,L6,2.06,Found,2003,-72.77444,75.32444,"(-72.77444, 75.32444)"
Grove Mountains 022397,49997,Valid,H4,1.51,Found,2003,-72.77333,75.34333,"(-72.77333, 75.34333)"
Grove Mountains 022398,49998,Valid,L6,0.98,Found,2003,-72.77472,75.32417,"(-72.77472, 75.32417)"
Grove Mountains 022399,47967,Valid,H4,0.7,Found,2003,-72.7775,75.318889,"(-72.7775, 75.318889)"
Grove Mountains 022402,47968,Valid,L6,63.22,Found,2003,-72.775,75.3225,"(-72.775, 75.3225)"
Grove Mountains 022403,47969,Valid,H4,386.3,Found,2003,-72.775,75.340833,"(-72.775, 75.340833)"
Grove Mountains 022405,49999,Valid,L5,6.38,Found,2003,-72.77278,75.33139,"(-72.77278, 75.33139)"
Grove Mountains 022407,47971,Valid,L6,25.99,Found,2003,-72.773056,75.350833,"(-72.773056, 75.350833)"
Grove Mountains 022408,50001,Valid,L5,29.05,Found,2003,-72.77444,75.32778,"(-72.77444, 75.32778)"
Grove Mountains 022409,47972,Valid,H4,18.82,Found,2003,-72.775,75.347778,"(-72.775, 75.347778)"
Grove Mountains 022411,50003,Valid,L6,8.28,Found,2003,-72.77583,75.32472,"(-72.77583, 75.32472)"
Grove Mountains 022412,47973,Valid,L6,6.08,Found,2003,-72.776389,75.316389,"(-72.776389, 75.316389)"
Grove Mountains 022413,50004,Valid,L5,4.31,Found,2003,-72.77611,75.32,"(-72.77611, 75.32)"
Grove Mountains 022414,50005,Valid,L5,5.53,Found,2003,-72.77528,75.32583,"(-72.77528, 75.32583)"
Grove Mountains 022415,50006,Valid,H4,4,Found,2003,-72.77667,75.33639,"(-72.77667, 75.33639)"
Grove Mountains 022416,47974,Valid,L5,4.13,Found,2003,-72.776667,75.336667,"(-72.776667, 75.336667)"
Grove Mountains 022421,47976,Valid,H4,1.84,Found,2003,-72.776389,75.326111,"(-72.776389, 75.326111)"
Grove Mountains 022423,50007,Valid,H4,1.05,Found,2003,-72.77639,75.32667,"(-72.77639, 75.32667)"
Grove Mountains 022424,47977,Valid,L4,1.22,Found,2003,-72.775556,75.3475,"(-72.775556, 75.3475)"
Grove Mountains 022425,47978,Valid,H6,1.16,Found,2003,-72.773611,75.323889,"(-72.773611, 75.323889)"
Grove Mountains 022426,50008,Valid,L5,0.97,Found,2003,-72.7731,75.3553,"(-72.7731, 75.3553)"
Grove Mountains 022428,50009,Valid,H6,0.84,Found,2003,-72.77389,75.34778,"(-72.77389, 75.34778)"
Grove Mountains 022431,47979,Valid,H5,1.34,Found,2003,-72.773333,75.3525,"(-72.773333, 75.3525)"
Grove Mountains 022435,47981,Valid,L6,0.92,Found,2003,-72.775833,75.338889,"(-72.775833, 75.338889)"
Grove Mountains 022442,50011,Valid,L6,0.65,Found,2003,-72.77778,75.30556,"(-72.77778, 75.30556)"
Grove Mountains 022443,46606,Valid,L5,720.9,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022444,46607,Valid,L5,679.2,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022445,46899,Valid,L6,115.76,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022447,46901,Valid,L6,81.16,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022448,46902,Valid,L5,62.35,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022449,46903,Valid,L6,31.93,Found,2003,-72.77306,75.33917,"(-72.77306, 75.33917)"
Grove Mountains 022451,46905,Valid,H6,18.53,Found,2003,-72.77306,75.33944,"(-72.77306, 75.33944)"
Grove Mountains 022452,46906,Valid,L6,21.25,Found,2003,-72.77333,75.32861,"(-72.77333, 75.32861)"
Grove Mountains 022453,46907,Valid,L6,16.27,Found,2003,-72.77333,75.32861,"(-72.77333, 75.32861)"
Grove Mountains 022454,46908,Valid,L5,16.77,Found,2003,-72.77333,75.32861,"(-72.77333, 75.32861)"
Grove Mountains 022455,46909,Valid,L3,14.75,Found,2003,-72.77333,75.32861,"(-72.77333, 75.32861)"
Grove Mountains 022456,50012,Valid,L5,10.05,Found,2003,-72.77333,75.32861,"(-72.77333, 75.32861)"
Grove Mountains 022457,50013,Valid,H5,10.38,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
Grove Mountains 022459,30715,Valid,CV3,1.1,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
Grove Mountains 022461,47982,Valid,L6,3.33,Found,2003,-72.773889,75.326944,"(-72.773889, 75.326944)"
Grove Mountains 022462,46911,Valid,LL6,2.62,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
Grove Mountains 022463,50014,Valid,L5,6.46,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
Grove Mountains 022464,50015,Valid,H5,1.74,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
Grove Mountains 022466,50016,Valid,L5,1.81,Found,2003,-72.77389,75.3275,"(-72.77389, 75.3275)"
Grove Mountains 022467,50017,Valid,H5,0.48,Found,2003,-72.77389,75.32778,"(-72.77389, 75.32778)"
Grove Mountains 022468,50018,Valid,H4,0.69,Found,2003,-72.77417,75.34528,"(-72.77417, 75.34528)"
Grove Mountains 022469,50019,Valid,H4,1.71,Found,2003,-72.77417,75.34528,"(-72.77417, 75.34528)"
Grove Mountains 022476,50021,Valid,H5,1.8,Found,2003,-72.77444,75.32167,"(-72.77444, 75.32167)"
Grove Mountains 022478,50022,Valid,H5,0.48,Found,2003,-72.77444,75.32222,"(-72.77444, 75.32222)"
Grove Mountains 022479,50023,Valid,H5,0.44,Found,2003,-72.77444,75.3225,"(-72.77444, 75.3225)"
Grove Mountains 022485,47983,Valid,H4,1.78,Found,2003,-72.775,75.34,"(-72.775, 75.34)"
Grove Mountains 022487,47984,Valid,H5,1.84,Found,2003,-72.775,75.340556,"(-72.775, 75.340556)"
Grove Mountains 022488,47985,Valid,H5,0.55,Found,2003,-72.775,75.340833,"(-72.775, 75.340833)"
Grove Mountains 022489,50024,Valid,H5,0.48,Found,2003,-72.7756,75.3278,"(-72.7756, 75.3278)"
Grove Mountains 022491,50025,Valid,H5,0.97,Found,2003,-72.7756,75.3283,"(-72.7756, 75.3283)"
Grove Mountains 022495,50026,Valid,L6,0.45,Found,2003,-72.77556,75.32944,"(-72.77556, 75.32944)"
Grove Mountains 022497,47986,Valid,H5,2.59,Found,2003,-72.775556,75.329444,"(-72.775556, 75.329444)"
Grove Mountains 022499,47987,Valid,H5,0.81,Found,2003,-72.774444,75.318333,"(-72.774444, 75.318333)"
Grove Mountains 022502,50027,Valid,H5,0.48,Found,2003,-72.7744,75.3192,"(-72.7744, 75.3192)"
Grove Mountains 022503,50028,Valid,H6,0.45,Found,2003,-72.77444,75.31944,"(-72.77444, 75.31944)"
Grove Mountains 022509,47988,Valid,H4,1.77,Found,2003,-72.774167,75.331111,"(-72.774167, 75.331111)"
Grove Mountains 022511,50029,Valid,H5,0.67,Found,2003,-72.77417,75.33167,"(-72.77417, 75.33167)"
Grove Mountains 022527,47989,Valid,H6,1.17,Found,2003,-72.773056,75.323611,"(-72.773056, 75.323611)"
Grove Mountains 022531,50031,Valid,H5,1.08,Found,2003,-72.7731,75.3247,"(-72.7731, 75.3247)"
Grove Mountains 022543,50032,Valid,H4,3.12,Found,2003,-72.77333,75.31556,"(-72.77333, 75.31556)"
Grove Mountains 022544,47991,Valid,L5,3.28,Found,2003,-72.773333,75.315833,"(-72.773333, 75.315833)"
Grove Mountains 022545,47992,Valid,L6,2.2,Found,2003,-72.773611,75.339167,"(-72.773611, 75.339167)"
Grove Mountains 022551,47993,Valid,H6,0.85,Found,2003,-72.773611,75.340833,"(-72.773611, 75.340833)"
Grove Mountains 022552,50033,Valid,H3,0.55,Found,2003,-72.77361,75.34111,"(-72.77361, 75.34111)"
Grove Mountains 022553,47994,Valid,H4,2.12,Found,2003,-72.773611,75.341389,"(-72.773611, 75.341389)"
Grove Mountains 022555,50034,Valid,L5,1.15,Found,2003,-72.77389,75.34194,"(-72.77389, 75.34194)"
Grove Mountains 022556,47995,Valid,H5,1.09,Found,2003,-72.773889,75.342222,"(-72.773889, 75.342222)"
Grove Mountains 022557,47996,Valid,H5,0.98,Found,2003,-72.773889,75.3425,"(-72.773889, 75.3425)"
Grove Mountains 022558,50035,Valid,H4,0.8,Found,2003,-72.77389,75.34278,"(-72.77389, 75.34278)"
Grove Mountains 022559,47997,Valid,L5,2.61,Found,2003,-72.773889,75.343056,"(-72.773889, 75.343056)"
Grove Mountains 022568,50036,Valid,H5,1.08,Found,2003,-72.7744,75.3069,"(-72.7744, 75.3069)"
Grove Mountains 022569,47998,Valid,L6,0.6,Found,2003,-72.774444,75.307222,"(-72.774444, 75.307222)"
Grove Mountains 022578,50038,Valid,H5,0.59,Found,2003,-72.7733,75.3369,"(-72.7733, 75.3369)"
Grove Mountains 022583,50039,Valid,H5,0.47,Found,2003,-72.77333,75.33833,"(-72.77333, 75.33833)"
Grove Mountains 022595,47999,Valid,H4,0.66,Found,2003,-72.7825,75.279167,"(-72.7825, 75.279167)"
Grove Mountains 022598,50041,Valid,L6,0.69,Found,2003,-72.7825,75.28,"(-72.7825, 75.28)"
Grove Mountains 022599,50042,Valid,L6,0.55,Found,2003,-72.7825,75.28028,"(-72.7825, 75.28028)"
Grove Mountains 022601,50044,Valid,H5,1.06,Found,2003,-72.7825,75.28083,"(-72.7825, 75.28083)"
Grove Mountains 022602,50045,Valid,L5,0.47,Found,2003,-72.7825,75.28111,"(-72.7825, 75.28111)"
Grove Mountains 022604,50046,Valid,L6,0.48,Found,2003,-72.7825,75.28167,"(-72.7825, 75.28167)"
Grove Mountains 022611,50047,Valid,L6,1.05,Found,2003,-72.7825,75.28194,"(-72.7825, 75.28194)"
Grove Mountains 022612,48001,Valid,L5,1.55,Found,2003,-72.7825,75.281944,"(-72.7825, 75.281944)"
Grove Mountains 022618,48002,Valid,L6,1.36,Found,2003,-72.7825,75.276944,"(-72.7825, 75.276944)"
Grove Mountains 022619,50048,Valid,L6,0.59,Found,2003,-72.7825,75.27694,"(-72.7825, 75.27694)"
Grove Mountains 022622,50049,Valid,L6,1.5,Found,2003,-72.7825,75.27722,"(-72.7825, 75.27722)"
Grove Mountains 022627,48004,Valid,L6,0.82,Found,2003,-72.7825,75.277778,"(-72.7825, 75.277778)"
Grove Mountains 022629,50051,Valid,L6,0.48,Found,2003,-72.7825,75.27778,"(-72.7825, 75.27778)"
Grove Mountains 022631,48005,Valid,L6,0.6,Found,2003,-72.782778,75.277222,"(-72.782778, 75.277222)"
Grove Mountains 022632,48006,Valid,L6,1.16,Found,2003,-72.782778,75.277222,"(-72.782778, 75.277222)"
Grove Mountains 022633,48007,Valid,L5,0.68,Found,2003,-72.782778,75.277222,"(-72.782778, 75.277222)"
Grove Mountains 022634,50052,Valid,L6,1.05,Found,2003,-72.78278,75.27722,"(-72.78278, 75.27722)"
Grove Mountains 022636,48008,Valid,L6,0.89,Found,2003,-72.782778,75.277222,"(-72.782778, 75.277222)"
Grove Mountains 022638,50053,Valid,L6,0.55,Found,2003,-72.78278,75.27778,"(-72.78278, 75.27778)"
Grove Mountains 022641,50054,Valid,H5,1.05,Found,2003,-72.78278,75.27861,"(-72.78278, 75.27861)"
Grove Mountains 022646,50055,Valid,L6,0.47,Found,2003,-72.78194,75.28528,"(-72.78194, 75.28528)"
Grove Mountains 022651,50056,Valid,L5,0.63,Found,2003,-72.78194,75.28667,"(-72.78194, 75.28667)"
Grove Mountains 022661,50057,Valid,L6,0.59,Found,2003,-72.78056,75.28639,"(-72.78056, 75.28639)"
Grove Mountains 022662,50058,Valid,L5,0.69,Found,2003,-72.7806,75.2867,"(-72.7806, 75.2867)"
Grove Mountains 022663,48011,Valid,H5,0.68,Found,2003,-72.780556,75.286944,"(-72.780556, 75.286944)"
Grove Mountains 022665,50059,Valid,H4,1.57,Found,2003,-72.78056,75.2875,"(-72.78056, 75.2875)"
Grove Mountains 022666,48012,Valid,H4,1,Found,2003,-72.780556,75.287778,"(-72.780556, 75.287778)"
Grove Mountains 022667,48013,Valid,H6,0.6,Found,2003,-72.781389,75.278056,"(-72.781389, 75.278056)"
Grove Mountains 022675,50061,Valid,H5,0.65,Found,2003,-72.78139,75.27944,"(-72.78139, 75.27944)"
Grove Mountains 022676,48014,Valid,H5,1.58,Found,2003,-72.781389,75.279444,"(-72.781389, 75.279444)"
Grove Mountains 022711,50063,Valid,L5,0.69,Found,2003,-72.7808,75.2778,"(-72.7808, 75.2778)"
Grove Mountains 022718,50064,Valid,L6,0.47,Found,2003,-72.7792,75.2919,"(-72.7792, 75.2919)"
Grove Mountains 022726,50065,Valid,L5,0.59,Found,2003,-72.77917,75.29417,"(-72.77917, 75.29417)"
Grove Mountains 022741,50066,Valid,L6,0.56,Found,2003,-72.7792,75.2983,"(-72.7792, 75.2983)"
Grove Mountains 022758,48015,Valid,H6,0.66,Found,2003,-72.777778,75.279444,"(-72.777778, 75.279444)"
Grove Mountains 022775,50067,Valid,L6,40.56,Found,2003,-72.775,75.32917,"(-72.775, 75.32917)"
Grove Mountains 022776,50068,Valid,L6,14.56,Found,2003,-72.775,75.32944,"(-72.775, 75.32944)"
Grove Mountains 022777,50069,Valid,L6,10.42,Found,2003,-72.775,75.32972,"(-72.775, 75.32972)"
Grove Mountains 022781,48017,Valid,L6,6.58,Found,2003,-72.775,75.330833,"(-72.775, 75.330833)"
Grove Mountains 022782,48018,Valid,L5,6.17,Found,2003,-72.775556,75.336944,"(-72.775556, 75.336944)"
Grove Mountains 022784,48019,Valid,L5,2.48,Found,2003,-72.775556,75.3375,"(-72.775556, 75.3375)"
Grove Mountains 022785,50071,Valid,L6,17.9,Found,2003,-72.77556,75.33778,"(-72.77556, 75.33778)"
Grove Mountains 022786,50072,Valid,L5,8.36,Found,2003,-72.77556,75.33806,"(-72.77556, 75.33806)"
Grove Mountains 022794,50073,Valid,H5,1.33,Found,2003,-72.77556,75.33861,"(-72.77556, 75.33861)"
Grove Mountains 022796,48021,Valid,H4,1.6,Found,2003,-72.775556,75.338611,"(-72.775556, 75.338611)"
Grove Mountains 022804,50075,Valid,L5,1.57,Found,2003,-72.7753,75.3283,"(-72.7753, 75.3283)"
Grove Mountains 022805,50076,Valid,L5,0.83,Found,2003,-72.77528,75.32861,"(-72.77528, 75.32861)"
Grove Mountains 022807,48022,Valid,H5,0.68,Found,2003,-72.775278,75.329167,"(-72.775278, 75.329167)"
Grove Mountains 022811,50077,Valid,L6,0.47,Found,2003,-72.7753,75.3303,"(-72.7753, 75.3303)"
Grove Mountains 022822,50078,Valid,L5,0.98,Found,2003,-72.77361,75.33694,"(-72.77361, 75.33694)"
Grove Mountains 022823,50079,Valid,L6,0.69,Found,2003,-72.77361,75.33722,"(-72.77361, 75.33722)"
Grove Mountains 022832,48023,Valid,H4,0.84,Found,2003,-72.773611,75.339167,"(-72.773611, 75.339167)"
Grove Mountains 022833,50081,Valid,H6,1,Found,2003,-72.77361,75.33917,"(-72.77361, 75.33917)"
Grove Mountains 022834,50082,Valid,H4,0.65,Found,2003,-72.77361,75.33917,"(-72.77361, 75.33917)"
Grove Mountains 022835,50083,Valid,Ureilite,1.08,Found,2003,-72.77361,75.33917,"(-72.77361, 75.33917)"
Grove Mountains 022841,48024,Valid,H5,1.01,Found,2003,-72.773333,75.326944,"(-72.773333, 75.326944)"
Grove Mountains 022855,48025,Valid,H4,0.81,Found,2003,-72.773611,75.342222,"(-72.773611, 75.342222)"
Grove Mountains 022856,50085,Valid,H4,0.46,Found,2003,-72.77361,75.34222,"(-72.77361, 75.34222)"
Grove Mountains 022859,50086,Valid,H6,2.05,Found,2003,-72.77361,75.34222,"(-72.77361, 75.34222)"
Grove Mountains 022863,50087,Valid,H5,0.6,Found,2003,-72.7739,75.3333,"(-72.7739, 75.3333)"
Grove Mountains 022864,50088,Valid,H5,0.63,Found,2003,-72.7739,75.3333,"(-72.7739, 75.3333)"
Grove Mountains 022865,48026,Valid,H5,0.64,Found,2003,-72.773889,75.333333,"(-72.773889, 75.333333)"
Grove Mountains 022872,50089,Valid,H5,1.8,Found,2003,-72.77389,75.335,"(-72.77389, 75.335)"
Grove Mountains 022873,48027,Valid,H6,1.1,Found,2003,-72.773889,75.335278,"(-72.773889, 75.335278)"
Grove Mountains 022874,48028,Valid,H5,1.06,Found,2003,-72.773889,75.335556,"(-72.773889, 75.335556)"
Grove Mountains 022876,48029,Valid,H5,0.68,Found,2003,-72.773889,75.336111,"(-72.773889, 75.336111)"
Grove Mountains 022891,48031,Valid,L6,2.49,Found,2003,-72.774722,75.313056,"(-72.774722, 75.313056)"
Grove Mountains 022892,48032,Valid,H5,1.85,Found,2003,-72.774722,75.313333,"(-72.774722, 75.313333)"
Grove Mountains 022893,50092,Valid,H4,1.84,Found,2003,-72.77472,75.31361,"(-72.77472, 75.31361)"
Grove Mountains 022894,50093,Valid,H6,0.9,Found,2003,-72.77472,75.31389,"(-72.77472, 75.31389)"
Grove Mountains 022899,50094,Valid,H5,0.88,Found,2003,-72.775,75.30556,"(-72.775, 75.30556)"
Grove Mountains 022901,48034,Valid,H4,0.68,Found,2003,-72.775,75.306111,"(-72.775, 75.306111)"
Grove Mountains 022904,48035,Valid,L6,6.64,Found,2003,-72.775,75.316667,"(-72.775, 75.316667)"
Grove Mountains 022906,50095,Valid,H5,8.05,Found,2003,-72.775,75.31722,"(-72.775, 75.31722)"
Grove Mountains 022907,50096,Valid,H3,35.91,Found,2003,-72.775,75.3175,"(-72.775, 75.3175)"
Grove Mountains 022908,48036,Valid,H5,7.93,Found,2003,-72.775,75.317778,"(-72.775, 75.317778)"
Grove Mountains 022909,50097,Valid,LL6,5.83,Found,2003,-72.775,75.3181,"(-72.775, 75.3181)"
